time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
3889,27.1,996.7,74.0,1.4,91.0,64.0,0.9,118.0,3.0
3890,27.6,997.0,66.0,1.3,67.0,33.0,0.7,122.0,3.0
3891,26.4,996.6,67.0,1.8,56.0,33.0,0.6,105.0,2.0
3892,24.6,996.9,73.0,1.0,43.0,38.0,0.6,70.0,3.0
3893,23.1,997.4,80.0,0.2,40.0,34.0,0.6,67.0,3.0
3894,23.8,997.9,77.0,0.9,34.0,30.0,0.6,71.0,4.0
3895,26.8,997.9,61.0,1.6,37.0,39.0,0.7,58.0,7.0
3896,28.9,998.2,60.0,1.3,43.0,48.0,0.8,62.0,10.0
3897,31.2,998.1,52.0,2.3,46.0,38.0,0.8,102.0,9.0
3898,31.9,997.8,53.0,2.4,35.0,25.0,0.6,148.0,13.0
3899,32.7,997.6,49.0,1.9,35.0,18.0,0.6,190.0,17.0
3900,33.6,997.5,54.0,2.5,34.0,16.0,0.6,217.0,12.0
3901,34.6,997.1,55.0,3.6,40.0,13.0,0.6,235.0,9.0
3902,35.0,996.7,57.0,3.9,43.0,12.0,0.6,253.0,5.0
3903,35.5,996.2,54.0,3.5,47.0,11.0,0.6,252.0,2.0
3904,35.1,995.9,58.0,2.8,47.0,10.0,0.7,256.0,2.0
3905,35.2,995.6,56.0,3.6,53.0,10.0,0.8,260.0,2.0
3906,34.8,995.6,56.0,2.8,51.5,11.5,0.75,246.5,2.0
3907,34.4,995.6,56.0,2.4,50.0,13.0,0.7,233.0,2.0
3908,32.4,996.0,67.0,1.4,52.0,16.0,0.7,216.0,2.0
3909,31.3,996.1,72.0,1.3,51.0,24.0,0.7,196.0,2.0
3910,30.0,996.2,80.0,1.2,51.0,37.0,0.7,162.0,2.0
3911,30.0,996.3,81.0,1.6,59.0,49.0,0.7,121.0,2.0
3912,30.8,996.3,74.0,2.5,69.0,46.0,0.7,101.0,2.0
3913,31.3,995.9,67.0,3.2,46.0,25.0,0.5,109.0,2.0
3914,30.7,995.7,69.0,3.0,28.0,12.0,0.4,120.0,2.0
3915,30.2,995.5,72.0,2.5,34.0,12.0,0.4,109.0,2.0
3916,29.6,995.5,73.0,1.9,32.0,14.0,0.4,94.0,2.0
3917,28.5,995.6,79.0,1.6,33.0,16.0,0.4,81.0,2.0
3918,28.4,996.0,80.0,1.3,37.0,19.0,0.4,73.0,2.0
3919,29.3,996.2,76.0,3.1,39.0,25.0,0.5,64.0,2.0
3920,30.0,996.3,74.0,3.1,42.0,23.0,0.5,76.0,2.0
3921,30.8,996.0,73.0,3.5,43.0,19.0,0.5,95.0,2.0
3922,31.9,995.7,70.0,3.1,44.0,13.0,0.5,123.0,2.0
3923,33.0,995.5,67.0,3.6,49.0,12.0,0.7,148.0,2.0
3924,33.6,995.1,64.0,3.7,53.0,9.0,0.9,172.0,2.0
3925,34.3,994.6,60.0,4.1,56.0,8.0,0.7,185.0,2.0
3926,34.6,994.1,60.0,3.2,58.0,9.0,0.7,197.0,2.0
3927,34.9,993.8,58.0,3.2,51.0,8.0,0.6,196.0,2.0
3928,36.0,993.2,55.0,2.6,46.0,9.0,0.6,195.0,2.0
3929,35.5,992.7,56.0,2.4,44.0,9.0,0.5,202.0,2.0
3930,35.3,993.5,57.0,1.7,42.0,12.0,0.5,201.0,2.0
3931,34.0,993.1,64.0,1.2,43.0,14.0,0.6,194.0,2.0
3932,32.6,993.5,71.0,0.9,46.0,20.0,0.6,174.0,2.0
3933,31.6,993.8,77.0,1.2,43.0,22.0,0.6,160.0,2.0
3934,31.6,994.9,46.0,3.3,24.0,18.0,0.4,144.0,2.0
3935,27.8,995.8,61.0,3.2,13.0,12.0,0.3,129.0,2.0
3936,26.9,995.9,68.0,3.4,11.0,20.0,0.3,105.0,2.0
3937,27.2,995.0,61.0,1.6,12.0,22.0,0.3,114.0,2.0
3938,27.0,993.0,60.0,1.1,13.0,36.0,0.3,83.0,2.0
3939,26.9,995.2,62.0,1.6,9.0,29.0,0.3,93.0,2.0
3940,26.9,996.4,65.0,1.3,6.0,29.0,0.3,74.0,2.0
3941,24.8,998.5,83.0,1.1,15.0,37.0,0.3,52.0,2.0
3942,24.9,998.2,89.0,0.6,18.0,33.0,0.3,78.0,2.0
3943,26.1,997.7,77.0,1.3,16.0,44.0,0.4,50.0,2.0
3944,28.2,997.7,66.0,1.7,17.0,60.0,0.5,35.0,2.0
3945,30.8,997.1,57.0,1.5,21.0,52.0,0.5,55.0,2.0
3946,32.4,997.2,56.0,1.8,35.0,49.5,0.7,89.0,3.0
3947,32.6,997.5,59.0,2.3,49.0,47.0,0.9,123.0,4.0
3948,31.3,997.3,64.0,1.7,50.0,40.0,0.9,151.0,4.0
3949,30.6,997.3,67.0,2.2,42.0,71.0,0.8,84.0,3.0
3950,31.4,997.0,63.0,2.2,34.0,56.0,0.7,100.0,3.0
3951,33.0,996.7,60.0,2.2,44.0,43.0,0.8,156.0,3.0
3952,33.3,996.4,58.0,2.1,55.0,25.0,0.8,216.0,4.0
3953,33.2,996.3,58.0,2.1,54.0,19.0,0.8,245.0,4.0
3954,33.0,996.5,59.0,1.4,51.0,17.0,0.9,255.0,4.0
3955,32.1,997.0,65.0,0.6,55.0,20.0,1.0,281.0,3.0
3956,30.8,997.9,71.0,1.8,58.0,33.0,1.0,271.0,2.0
3957,30.8,998.9,66.0,1.8,52.0,63.0,1.0,146.0,2.0
3958,30.5,999.1,65.0,1.6,40.0,72.0,0.8,106.0,3.0
3959,28.4,1000.3,68.0,2.3,33.0,29.0,0.6,141.0,2.0
3960,26.5,1000.5,86.0,2.8,30.0,23.0,0.6,141.0,2.0
3961,25.0,999.5,91.0,2.5,36.0,16.0,0.7,152.0,2.0
3962,24.9,999.8,88.0,1.5,30.0,14.0,0.7,163.0,2.0
3963,25.1,999.8,85.0,1.5,29.0,13.0,0.7,153.0,2.0
3964,25.4,1000.0,82.0,1.8,23.0,15.0,0.7,154.0,2.0
3965,24.5,1000.6,82.0,3.0,21.0,13.0,0.7,146.0,2.0
3966,24.6,1001.0,84.0,1.5,16.0,18.0,0.7,125.0,2.0
3967,24.8,1001.5,85.0,1.4,14.0,23.0,0.7,121.0,2.0
3968,25.5,1002.3,84.0,2.5,24.0,43.0,0.8,84.0,2.0
3969,24.8,1003.4,90.0,0.8,28.0,42.0,0.7,75.0,2.0
3970,24.7,1003.5,91.0,1.6,23.0,47.0,0.7,42.0,2.0
3971,25.8,1003.3,87.0,2.1,25.0,42.0,0.7,48.0,2.0
3972,27.3,1002.8,74.0,1.7,23.0,29.0,0.7,88.0,2.0
3973,28.4,1002.5,70.0,1.8,34.0,29.0,0.8,100.0,2.0
3974,29.7,1002.3,65.0,1.6,35.0,32.0,0.8,119.0,2.0
3975,30.8,1001.7,62.0,1.9,39.0,24.0,0.7,167.0,2.0
3976,31.5,1001.9,62.0,2.2,35.0,16.0,0.6,208.0,2.0
3977,31.5,1001.5,58.0,1.9,34.0,16.0,0.6,219.0,2.0
3978,30.5,1001.7,63.0,1.7,32.0,15.0,0.6,203.0,2.0
3979,29.6,1002.3,69.0,1.2,27.0,15.0,0.5,181.0,2.0
3980,28.4,1003.0,75.0,0.9,34.0,26.0,0.6,168.0,2.0
3981,27.4,1003.5,81.0,0.3,38.0,28.0,0.7,160.0,2.0
3982,26.3,1004.0,86.0,0.1,42.0,49.0,0.8,108.0,2.0
3983,26.2,1003.8,90.0,0.2,49.0,77.0,0.9,39.0,2.0
3984,25.9,1003.6,88.0,0.7,53.0,103.0,1.0,10.0,2.0
3985,25.3,1003.4,91.0,0.4,53.0,101.0,1.1,2.0,2.0
3986,25.4,1003.4,93.0,1.3,65.0,84.0,1.2,29.0,2.0
3987,25.8,1003.6,91.0,1.2,74.0,60.0,1.2,42.0,2.0
3988,25.8,1003.6,89.0,1.2,74.0,45.0,1.2,44.0,2.0
3989,25.1,1003.9,91.0,1.1,70.0,35.0,1.0,44.0,2.0
3990,25.4,1004.0,91.0,1.2,67.0,34.0,1.3,41.0,2.0
3991,26.6,1004.3,87.0,0.8,72.0,37.0,1.9,36.0,4.0
3992,28.2,1004.6,80.0,0.7,75.0,37.0,1.7,47.0,8.0
3993,29.2,1004.5,72.0,1.8,67.0,30.0,1.6,79.0,11.0
3994,30.0,1004.3,69.0,2.2,69.0,24.0,1.5,113.0,11.0
3995,31.2,1004.1,63.0,1.5,69.0,24.0,1.3,155.0,8.0
3996,32.5,1003.9,61.0,1.0,69.0,19.0,1.2,201.0,6.0
3997,32.2,1003.6,62.0,1.6,64.0,14.0,1.3,228.0,6.0
3998,33.4,1003.3,59.0,1.8,65.0,11.0,1.3,236.0,5.0
3999,33.4,1002.7,55.0,2.1,64.0,12.0,1.2,239.0,3.0
4000,33.6,1002.3,53.0,2.3,55.0,10.0,1.0,232.0,2.0
4001,33.1,1002.1,56.0,2.3,40.0,11.0,0.9,216.0,2.0
4002,32.3,1002.5,60.0,2.2,44.0,13.0,0.9,215.0,2.0
4003,31.4,1003.0,63.0,2.3,40.0,15.0,0.7,187.0,2.0
4004,30.1,1003.3,69.0,1.1,29.0,18.0,0.6,159.0,2.0
4005,28.8,1003.8,74.0,0.5,32.0,26.0,0.6,132.0,2.0
4006,28.8,1004.5,75.0,2.0,31.0,35.0,0.7,110.0,2.0
4007,28.1,1004.9,76.0,1.5,33.0,28.0,0.6,91.0,2.0
4008,26.7,1005.0,83.0,0.8,27.0,30.0,0.6,69.0,2.0
4009,25.9,1004.7,87.0,0.9,26.0,31.0,0.7,53.0,3.0
4010,25.3,1004.5,89.0,0.3,22.0,23.0,0.6,56.0,2.0
4011,25.2,1004.8,90.0,0.7,28.0,31.0,0.7,40.0,2.0
4012,25.6,1004.7,88.0,1.0,31.0,52.0,0.7,14.0,3.0
4013,25.1,1004.7,91.0,0.2,30.0,38.0,0.5,32.0,2.0
4014,25.7,1004.7,88.0,1.6,28.0,37.0,0.5,31.0,2.0
4015,25.9,1004.8,87.0,1.3,31.0,39.0,0.5,24.0,2.0
4016,26.8,1004.8,79.0,2.0,27.0,28.0,1.0,44.0,4.0
4017,28.1,1004.8,74.0,2.4,25.0,21.0,1.2,62.0,8.0
4018,28.9,1004.9,71.0,1.8,18.0,16.0,0.7,82.0,7.0
4019,29.0,1004.7,70.0,2.1,20.0,18.0,0.6,92.0,4.0
4020,30.7,1004.2,65.0,1.5,21.0,16.0,0.5,108.0,2.0
4021,31.5,1003.8,62.0,2.0,39.0,12.0,0.7,175.0,2.0
4022,32.0,1003.6,62.0,2.0,44.0,12.0,0.7,197.0,2.0
4023,31.9,1003.2,60.0,2.7,44.0,12.0,0.7,187.0,2.0
4024,31.9,1002.9,57.0,2.1,31.0,9.0,0.6,178.0,2.0
4025,31.9,1002.4,58.0,2.0,24.0,11.0,0.6,172.0,2.0
4026,31.0,1002.5,64.0,2.1,25.0,14.0,0.7,174.0,2.0
4027,30.1,1002.7,65.0,2.0,38.0,18.0,0.9,176.0,2.0
4028,29.0,1002.9,70.0,1.4,51.0,30.0,1.2,150.0,2.0
4029,28.0,1003.7,74.0,1.3,58.0,34.0,1.4,140.0,2.0
4030,27.7,1003.9,76.0,1.4,67.0,39.0,1.5,121.0,3.0
4031,27.3,1003.6,80.0,1.3,66.0,39.0,1.4,100.0,2.0
4032,27.1,1003.4,82.0,1.0,49.0,49.0,1.3,62.0,2.0
4033,27.2,1003.1,83.0,1.0,40.0,34.0,0.1,60.0,2.0
4034,26.9,1002.6,85.0,1.1,42.0,35.0,0.9,50.0,2.0
4035,26.8,1002.4,86.0,1.1,41.0,36.0,0.9,40.0,2.0
4036,26.8,1002.5,88.0,1.3,47.0,38.0,0.9,30.0,2.0
4037,26.2,1002.5,91.0,1.6,50.0,43.0,0.8,18.0,3.0
4038,26.1,1002.7,93.0,0.9,55.0,39.0,0.9,22.0,2.0
4039,25.9,1002.4,91.0,1.2,52.0,45.0,0.9,20.0,3.0
4040,26.1,1002.1,92.0,0.6,37.0,36.0,0.7,52.0,2.0
4041,27.2,1002.1,88.0,1.7,37.0,35.0,0.8,58.0,2.0
4042,26.9,1002.7,87.0,2.5,49.0,42.0,0.9,41.0,2.0
4043,25.9,1002.4,89.0,0.7,47.0,29.0,0.9,84.0,2.0
4044,29.8,1001.6,73.0,1.7,43.0,23.0,0.9,124.0,2.0
4045,29.7,1001.2,64.0,2.6,47.0,14.0,0.8,166.0,2.0
4046,29.0,1000.7,82.0,1.2,25.0,16.0,0.7,113.0,2.0
4047,30.2,1000.2,70.0,1.3,41.0,15.0,0.7,143.0,2.0
4048,32.0,999.0,64.0,1.3,35.0,14.0,0.7,173.0,2.0
4049,32.1,998.6,64.0,1.6,29.0,13.0,0.7,179.0,2.0
4050,31.6,998.4,67.0,1.4,27.0,16.0,0.7,174.0,2.0
4051,30.5,998.6,72.0,1.2,33.0,21.0,0.7,162.0,2.0
4052,28.2,999.2,82.0,4.5,38.0,28.0,0.8,145.0,2.0
4053,25.9,1000.0,94.0,2.1,37.0,15.0,0.6,120.0,2.0
4054,26.2,999.8,95.0,0.5,33.0,16.0,0.6,109.0,2.0
4055,26.3,999.3,94.0,1.5,39.0,17.0,0.6,87.0,2.0
4056,25.8,999.0,91.0,1.0,38.0,16.0,0.6,84.0,2.0
4057,25.0,998.6,94.0,0.7,38.0,21.5,0.6,74.0,2.0
4058,24.9,998.6,95.0,0.9,38.0,27.0,0.6,64.0,2.0
4059,24.8,998.3,96.0,0.7,45.0,36.0,0.6,36.0,2.0
4060,25.2,998.2,96.0,0.7,45.0,39.0,0.6,20.0,2.0
4061,25.2,998.4,96.0,0.8,50.0,34.0,0.6,16.0,2.0
4062,25.3,998.4,96.0,1.3,45.0,39.0,0.6,9.0,2.0
4063,26.0,998.4,94.0,1.7,43.0,32.0,0.5,19.0,2.0
4064,26.9,998.5,89.0,1.8,52.0,24.0,0.5,34.0,2.0
4065,27.6,998.4,84.0,1.3,65.0,27.0,0.5,36.0,2.0
4066,29.1,998.2,77.0,1.9,73.0,20.0,0.6,59.0,2.0
4067,29.5,998.0,78.0,2.2,71.0,16.0,0.6,96.0,2.0
4068,29.7,997.4,74.0,2.2,71.0,15.0,0.6,114.0,2.0
4069,30.5,997.0,70.0,1.6,65.0,11.0,0.6,129.0,2.0
4070,31.2,996.5,68.0,1.3,68.0,11.0,0.6,137.0,2.0
4071,31.5,995.9,67.0,2.0,59.0,9.0,0.6,154.0,2.0
4072,31.6,995.7,67.0,2.2,60.0,10.0,0.6,159.0,2.0
4073,31.6,995.5,65.0,2.5,54.0,11.0,0.6,160.0,2.0
4074,31.3,995.5,68.0,1.9,48.0,11.0,0.6,164.0,2.0
4075,30.3,996.0,73.0,1.6,48.0,12.0,0.6,157.0,2.0
4076,29.4,996.1,75.0,1.3,47.0,25.0,0.7,136.0,2.0
4077,28.7,997.2,81.0,0.7,52.0,33.0,0.8,111.0,2.0
4078,29.1,997.3,80.0,1.7,59.0,35.0,0.8,105.0,2.0
4079,28.9,997.2,79.0,1.6,56.0,40.0,0.8,86.0,2.0
4080,28.6,997.1,80.0,1.0,44.0,17.0,0.6,100.0,2.0
4081,27.4,997.0,86.0,0.4,46.0,16.0,0.6,95.0,2.0
4082,26.5,996.9,91.0,0.9,45.0,13.0,0.6,91.0,2.0
4083,26.1,996.8,92.0,0.6,53.0,39.0,0.7,55.0,2.0
4084,25.7,996.6,94.0,0.8,67.0,51.0,0.7,26.0,2.0
4085,25.4,996.4,95.0,0.7,70.0,44.0,0.7,22.0,2.0
4086,25.7,996.4,95.0,1.0,75.0,49.0,0.8,25.0,2.0
4087,27.0,996.5,90.0,1.6,83.0,52.0,0.9,23.0,2.0
4088,28.7,996.9,83.0,1.0,103.0,43.0,0.9,40.0,2.0
4089,29.0,996.9,82.0,1.2,96.0,36.0,0.9,66.0,2.0
4090,29.4,996.7,83.0,1.1,92.0,29.0,0.1,85.0,2.0
4091,31.2,996.2,72.0,2.0,85.0,24.0,0.9,114.0,2.0
4092,31.9,995.5,72.0,1.5,80.4,20.6,0.86,129.6,2.0
4093,33.2,994.7,70.0,2.6,75.8,17.2,0.82,145.2,2.0
4094,33.7,994.1,65.0,3.2,71.2,13.8,0.78,160.8,2.0
4095,33.9,993.8,66.0,2.5,66.6,10.4,0.74,176.4,2.0
4096,34.3,993.8,63.0,2.5,62.0,7.0,0.7,192.0,2.0
4097,33.6,994.0,67.0,1.5,61.0,11.0,0.7,180.0,2.0
4098,32.7,994.3,72.0,1.0,72.0,20.0,0.8,150.0,2.0
4099,32.7,995.3,72.0,0.7,72.0,24.0,0.8,150.0,2.0
4100,31.4,995.1,80.0,0.2,76.0,39.0,0.8,136.0,2.0
4101,30.6,996.4,86.0,0.0,80.0,34.0,0.9,123.0,2.0
4102,30.3,996.8,89.0,0.9,84.0,46.0,0.1,89.0,2.0
4103,30.0,996.6,90.0,0.3,110.0,53.0,1.2,59.0,2.0
4104,30.1,996.6,86.0,1.4,137.0,46.0,1.3,46.0,2.0
4105,25.4,997.1,95.0,5.4,84.0,12.0,0.7,126.0,2.0
4106,25.4,996.2,93.0,1.0,6.0,7.0,0.5,129.0,2.0
4107,25.9,997.6,93.0,2.0,12.0,11.0,0.5,113.0,2.0
4108,25.8,997.1,93.0,1.3,10.0,13.0,0.5,102.0,2.0
4109,25.9,998.1,94.0,1.1,20.0,12.0,0.5,96.0,2.0
4110,25.9,999.5,92.0,2.6,27.0,15.0,0.6,95.0,2.0
4111,25.7,1000.6,89.0,2.8,15.0,25.0,0.6,82.0,2.0
4112,25.6,1001.9,87.0,4.3,15.0,33.0,0.6,70.0,2.0
4113,24.7,1003.2,84.0,5.8,16.0,22.0,0.8,51.0,2.0
4114,23.2,1004.4,87.0,3.2,14.0,28.0,0.7,44.0,2.0
4115,21.7,1005.1,89.0,3.7,3.0,27.0,0.5,58.0,2.0
4116,21.3,1005.0,92.0,2.3,3.0,17.0,0.4,57.0,2.0
4117,21.3,1005.4,94.0,2.3,3.5,19.0,0.45,50.5,2.0
4118,21.7,1005.1,93.0,2.3,4.0,21.0,0.5,44.0,2.0
4119,21.7,1004.8,92.0,2.6,7.0,23.0,0.5,39.0,2.0
4120,21.4,1005.0,95.0,2.2,9.0,26.0,0.5,39.0,2.0
4121,21.3,1005.3,93.0,2.8,7.0,22.0,0.4,50.0,2.0
4122,21.2,1005.6,92.0,2.8,4.0,23.0,0.4,51.0,2.0
4123,21.1,1005.9,89.0,1.2,8.0,27.0,0.4,48.0,2.0
4124,21.2,1006.1,89.0,1.0,7.0,30.0,0.4,45.0,2.0
4125,21.3,1006.8,89.0,1.0,9.0,22.0,0.4,57.0,2.0
4126,21.5,1007.1,90.0,0.8,12.0,22.0,0.4,55.0,2.0
4127,21.5,1006.9,89.0,0.4,8.0,21.0,0.4,53.0,2.0
4128,21.4,1006.6,86.0,1.5,15.0,23.0,0.5,45.0,2.0
4129,21.3,1006.1,87.0,0.9,16.0,22.0,0.8,53.0,2.0
4130,21.5,1005.9,85.0,0.9,20.0,24.0,0.9,48.0,2.0
4131,22.0,1005.1,82.0,0.9,17.0,23.0,0.9,41.0,2.0
4132,22.0,1005.0,87.0,0.5,18.0,23.0,0.8,31.0,2.0
4133,22.2,1005.2,84.0,0.9,15.0,22.0,0.7,41.0,2.0
4134,22.2,1005.0,83.0,0.8,13.0,28.0,0.7,38.0,2.0
4135,22.6,1005.0,82.0,0.8,19.0,32.0,0.7,31.0,2.0
4136,23.1,1005.3,81.0,0.8,22.0,31.0,0.8,34.0,2.0
4137,23.9,1005.7,78.0,1.0,14.0,35.0,0.8,47.0,2.0
4138,24.6,1006.0,73.0,1.0,15.0,37.0,0.7,48.0,2.0
4139,25.1,1006.0,70.0,1.3,16.0,39.0,0.7,50.0,2.0
4140,25.5,1005.7,71.0,1.5,16.0,43.0,0.7,41.0,2.0
4141,26.8,1005.1,68.0,1.0,16.0,41.0,0.6,46.0,2.0
4142,27.5,1004.9,63.0,1.1,17.0,28.0,0.6,83.0,2.0
4143,27.4,1004.5,65.0,1.4,18.0,25.0,0.5,103.0,2.0
4144,27.1,1003.9,63.0,1.4,15.0,17.0,0.6,122.0,3.0
4145,27.1,1003.5,68.0,1.4,17.0,19.0,0.5,122.0,4.0
4146,26.7,1003.7,72.0,0.9,22.0,22.0,0.7,126.0,4.0
4147,26.0,1004.0,73.0,1.1,24.0,22.0,0.7,134.0,4.0
4148,25.6,1004.5,73.0,0.5,24.0,34.0,0.8,98.0,3.0
4149,25.1,1004.7,85.0,0.5,33.5,36.5,0.9,80.5,3.5
4150,25.1,1004.6,76.0,0.6,43.0,39.0,1.0,63.0,4.0
4151,24.8,1004.7,81.0,0.4,52.0,59.0,1.1,34.0,4.0
4152,24.4,1004.0,87.0,0.0,49.0,72.0,1.0,10.0,3.0
4153,24.3,1003.3,90.0,0.8,48.0,73.0,1.0,2.0,2.0
4154,24.2,1002.6,88.0,0.0,51.875,67.75,1.025,7.75,2.0
4155,24.5,1002.0,84.0,0.9,55.75,62.5,1.05,13.5,2.0
4156,24.5,1001.6,81.0,1.0,59.625,57.25,1.075,19.25,2.0
4157,24.4,1001.8,83.0,1.1,63.5,52.0,1.1,25.0,2.0
4158,24.2,1001.5,87.0,0.7,67.375,46.75,1.125,30.75,2.0
4159,24.8,1001.8,79.0,1.9,71.25,41.5,1.15,36.5,2.0
4160,24.8,1001.9,81.0,1.4,75.125,36.25,1.175,42.25,2.0
4161,25.4,1001.8,79.0,0.6,79.0,31.0,1.2,48.0,2.0
4162,25.9,1001.7,75.0,1.1,85.0,23.0,1.2,77.0,4.0
4163,26.8,1001.3,72.0,0.8,79.0,34.0,1.2,72.0,5.0
4164,27.5,1001.0,67.0,0.9,72.0,25.0,1.1,107.0,8.0
4165,27.3,1000.5,72.0,1.0,76.0,25.0,1.1,127.0,6.0
4166,26.8,1000.4,75.0,0.8,77.0,43.0,1.1,93.0,4.0
4167,27.2,1000.0,70.0,0.5,79.5,43.5,1.1,102.0,3.5
4168,28.1,999.3,67.0,0.8,82.0,44.0,1.1,111.0,3.0
4169,28.2,999.2,69.0,0.8,81.0,46.0,1.1,112.0,2.0
4170,27.6,999.2,75.0,1.0,79.0,37.0,1.0,129.0,2.0
4171,27.2,999.1,75.0,1.3,71.0,42.0,1.0,118.0,2.0
4172,26.9,999.8,76.0,1.7,78.0,38.0,1.1,129.0,2.0
4173,26.5,1000.3,80.0,1.2,89.0,26.0,1.2,127.0,2.0
4174,26.1,1000.0,82.0,0.7,91.0,26.0,1.2,91.0,2.0
4175,25.4,999.8,87.0,0.3,88.0,24.0,1.2,82.0,2.0
4176,25.5,999.7,86.0,1.0,75.0,23.0,1.1,75.0,2.0
4177,24.7,999.3,89.0,0.3,77.0,31.0,1.2,47.0,2.0
4178,24.5,998.8,92.0,0.8,79.0,36.0,1.2,37.0,2.0
4179,24.6,998.8,92.0,0.5,89.0,33.0,1.2,42.0,2.0
4180,24.6,998.5,93.0,0.7,92.0,38.0,1.2,25.0,2.0
4181,24.7,998.4,92.0,0.4,93.0,68.0,1.2,2.0,2.0
4182,24.8,998.7,92.0,0.0,79.0,67.0,1.1,2.0,2.0
4183,25.2,999.4,93.0,0.5,71.0,63.0,1.0,2.0,2.0
4184,26.0,1000.1,86.0,1.3,78.0,67.0,1.0,8.0,2.0
4185,26.6,1000.1,82.0,1.6,98.0,76.0,1.2,12.0,2.0
4186,27.9,1000.4,73.0,1.4,105.0,72.0,1.1,22.0,2.0
4187,28.0,1000.8,76.0,1.1,72.5,51.0,0.9,52.0,2.0
4188,28.7,1001.3,72.0,1.8,40.0,45.0,0.8,72.0,2.0
4189,29.2,1000.6,72.0,1.3,54.0,41.0,0.7,89.0,2.0
4190,29.9,999.5,68.0,2.2,44.0,35.0,0.7,102.0,2.0
4191,29.8,999.6,67.0,2.7,18.0,26.0,0.5,75.0,2.0
4192,29.9,999.7,66.0,2.8,9.0,23.0,0.5,74.0,2.0
4193,29.3,1000.2,69.0,1.8,17.0,26.0,0.5,72.0,2.0
4194,28.9,1000.8,69.0,1.1,17.0,36.0,0.6,56.0,2.0
4195,28.3,1001.0,70.0,1.7,15.0,46.0,0.6,33.0,2.0
4196,27.6,1001.8,73.0,1.0,11.0,49.0,0.6,23.0,2.0
4197,26.8,1002.6,79.0,0.4,15.0,58.0,0.6,10.0,2.0
4198,26.9,1002.9,76.0,1.1,16.0,62.0,0.6,3.0,2.0
4199,26.5,1002.9,79.0,0.6,10.0,48.0,0.5,11.0,2.0
4200,25.5,1002.7,85.0,0.3,16.0,57.0,0.5,2.0,2.0
4201,25.2,1002.5,87.0,0.6,16.0,59.0,0.6,2.0,2.0
4202,24.8,1002.6,88.0,0.1,17.0,56.0,0.6,2.0,2.0
4203,24.7,1003.1,90.0,0.3,24.0,52.0,0.8,2.0,2.0
4204,24.6,1003.6,89.0,0.7,21.0,54.0,0.8,2.0,2.0
4205,24.6,1003.8,84.0,0.8,14.0,57.0,0.6,2.0,2.0
4206,24.4,1004.1,88.0,0.7,13.0,51.0,0.6,2.0,2.0
4207,25.6,1004.5,85.0,0.8,13.0,47.0,0.6,2.0,2.0
4208,26.8,1005.0,76.0,2.2,20.0,48.0,0.6,5.0,2.0
4209,27.7,1005.1,71.0,2.4,28.0,48.0,0.6,15.0,3.0
4210,26.4,1005.4,71.0,3.2,27.0,18.0,0.6,84.0,2.0
4211,27.3,1005.5,64.0,2.7,20.0,11.0,0.6,114.0,2.0
4212,26.5,1005.7,68.0,2.4,27.5,15.0,0.5,107.0,2.0
4213,25.6,1005.2,77.0,1.7,35.0,20.0,0.5,86.0,2.0
4214,27.9,1003.9,67.0,1.0,42.5,23.0,0.6,93.0,2.0
4215,30.0,1003.2,48.0,2.7,50.0,15.0,0.9,157.0,4.0
4216,29.7,1003.5,49.0,2.4,24.0,13.0,0.6,146.0,3.0
4217,29.0,1003.7,55.0,2.3,30.0,15.0,0.8,161.0,3.0
4218,28.5,1003.5,54.0,1.3,29.0,20.0,0.7,143.0,2.0
4219,28.0,1003.5,56.0,1.6,30.0,26.0,0.7,120.0,2.0
4220,25.8,1003.5,69.0,0.8,25.0,30.0,0.7,110.0,2.0
4221,24.2,1003.7,77.0,0.6,30.0,34.0,0.7,100.0,2.0
4222,23.0,1003.2,83.0,0.7,34.0,35.0,0.8,89.0,2.0
4223,22.5,1003.0,87.0,1.0,39.0,42.0,0.9,72.0,2.0
4224,22.9,1003.2,87.0,0.2,42.0,38.0,0.9,75.0,2.0
4225,23.0,1003.0,87.0,0.3,49.0,32.0,0.9,76.0,3.0
4226,23.3,1002.6,87.0,0.8,57.0,42.0,1.0,50.0,3.0
4227,24.2,1002.2,61.0,1.1,48.0,42.0,0.7,52.0,4.0
4228,23.7,1002.1,63.0,0.2,11.0,37.0,0.4,56.0,4.0
4229,22.6,1002.2,85.0,0.9,10.0,42.0,0.5,47.0,4.0
4230,23.1,1002.0,73.0,1.4,13.0,46.0,0.6,38.0,4.0
4231,23.7,1002.7,76.0,1.3,32.0,69.0,0.9,5.0,4.0
4232,22.7,1003.4,82.0,1.6,27.0,65.0,0.8,18.0,2.0
4233,22.0,1002.7,87.0,1.5,20.0,49.0,0.7,37.0,2.0
4234,21.2,1003.3,78.0,1.6,19.0,44.0,0.6,49.0,2.0
4235,22.0,1002.6,81.0,1.8,15.0,37.0,0.5,58.0,2.0
4236,22.9,1002.0,73.0,2.6,26.0,36.0,0.6,63.0,2.0
4237,22.8,1001.6,74.0,3.0,20.0,26.0,0.5,76.0,2.0
4238,23.0,1001.2,71.0,3.0,23.0,27.0,0.5,79.0,2.0
4239,23.1,1001.3,68.0,1.3,18.0,24.0,0.4,89.0,2.0
4240,23.1,1001.0,67.0,1.0,16.0,24.0,0.4,89.0,2.0
